"","LOC","RefSeq","Description","RefSeq_short"
"19895","LOC100644664","XM_003402628.2","PREDICTED: Bombus terrestris transmembrane protein 53 (LOC100644664) transcript variant X2","XM_003402628"
"19896","LOC100644664","XM_012318949.1","PREDICTED: Bombus terrestris transmembrane protein 53 (LOC100644664) transcript variant X5","XM_012318949"
"19897","LOC100644664","XR_001099612.1","PREDICTED: Bombus terrestris transmembrane protein 53 (LOC100644664) transcript variant X3","XR_001099612"
"19898","LOC100644664","XM_012318947.1","PREDICTED: Bombus terrestris transmembrane protein 53 (LOC100644664) transcript variant X1","XM_012318947"
"19899","LOC100644664","XM_012318948.1","PREDICTED: Bombus terrestris transmembrane protein 53 (LOC100644664) transcript variant X4","XM_012318948"
"19900","LOC100644423","XM_003402626.2","PREDICTED: Bombus terrestris SH3 domain-containing RING finger protein 3 (LOC100644423)","XM_003402626"
"19901","LOC100644910","XM_012318951.1","PREDICTED: Bombus terrestris phosphatidylinositol transfer protein alpha isoform (LOC100644910)","XM_012318951"
"19902","LOC100644786","XM_003402629.2","PREDICTED: Bombus terrestris short-chain specific acyl-CoA dehydrogenase","XM_003402629"
"19903","LOC100645033","XM_012318952.1","PREDICTED: Bombus terrestris uncharacterized LOC100645033 (LOC100645033)","XM_012318952"
"19904","LOC100645149","XM_012318956.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X3","XM_012318956"
"19905","LOC100645149","XM_012318957.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X4","XM_012318957"
"19906","LOC100645149","XM_012318958.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X5","XM_012318958"
"19907","LOC100645149","XM_012318954.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X2","XM_012318954"
"19908","LOC100645149","XM_012318953.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X1","XM_012318953"
"19909","LOC100645149","XM_012318959.1","PREDICTED: Bombus terrestris RIMS-binding protein 2-like (LOC100645149) transcript variant X6","XM_012318959"
"19910","LOC100645660","XM_012318961.1","PREDICTED: Bombus terrestris endoplasmic reticulum resident protein 29 (LOC100645660) transcript variant X2","XM_012318961"
"19911","LOC100645660","XM_003402636.2","PREDICTED: Bombus terrestris endoplasmic reticulum resident protein 29 (LOC100645660) transcript variant X1","XM_003402636"
"19912","LOC100645272","XM_012318960.1","PREDICTED: Bombus terrestris ran-specific GTPase-activating protein-like (LOC100645272)","XM_012318960"
"19913","LOC100645394","XM_003402633.2","PREDICTED: Bombus terrestris serine/threonine-protein phosphatase alpha-2 isoform (LOC100645394)","XM_003402633"
"19914","LOC100645898","XM_003402637.2","PREDICTED: Bombus terrestris T-box transcription factor TBX10-like (LOC100645898)","XM_003402637"
"19915","LOC105666804","XM_012318964.1","PREDICTED: Bombus terrestris protein DGCR14 homolog (LOC105666804)","XM_012318964"
"19916","LOC100645781","XM_012318965.1","PREDICTED: Bombus terrestris uncharacterized LOC100645781 (LOC100645781)","XM_012318965"
"19917","LOC100648039","XM_003402574.2","PREDICTED: Bombus terrestris uncharacterized LOC100648039 (LOC100648039)","XM_003402574"
"19918","LOC100651546","XM_012318966.1","PREDICTED: Bombus terrestris uncharacterized LOC100651546 (LOC100651546)","XM_012318966"
"19919","LOC100647918","XR_001099613.1","PREDICTED: Bombus terrestris uncharacterized LOC100647918 (LOC100647918) ncRNA","XR_001099613"
"19920","LOC100647796","XM_012318967.1","PREDICTED: Bombus terrestris uncharacterized LOC100647796 (LOC100647796)","XM_012318967"
"19921","LOC100648151","XM_003402575.2","PREDICTED: Bombus terrestris ataxin-2-like protein (LOC100648151) transcript variant X1","XM_003402575"
"19922","LOC100648151","XM_012318968.1","PREDICTED: Bombus terrestris ataxin-2-like protein (LOC100648151) transcript variant X2","XM_012318968"
"19923","LOC100648348","XM_012318992.1","PREDICTED: Bombus terrestris ATP-dependent RNA helicase DDX55 (LOC100648348)","XM_012318992"
"19924","LOC100648467","XM_003402578.2","PREDICTED: Bombus terrestris uncharacterized LOC100648467 (LOC100648467)","XM_003402578"
"19925","LOC100648808","XR_001099614.1","PREDICTED: Bombus terrestris protein FAM133B-like (LOC100648808) transcript variant X2","XR_001099614"
"19926","LOC100648808","XM_012318971.1","PREDICTED: Bombus terrestris protein FAM133B-like (LOC100648808) transcript variant X4","XM_012318971"
"19927","LOC100648808","XM_012318970.1","PREDICTED: Bombus terrestris protein FAM133B-like (LOC100648808) transcript variant X3","XM_012318970"
"19928","LOC100648808","XM_003402581.2","PREDICTED: Bombus terrestris protein FAM133B-like (LOC100648808) transcript variant X1","XM_003402581"
"19929","LOC100648697","XM_003402580.2","PREDICTED: Bombus terrestris CWF19-like protein 2 (LOC100648697) transcript variant X1","XM_003402580"
"19930","LOC100648697","XM_012318974.1","PREDICTED: Bombus terrestris CWF19-like protein 2 (LOC100648697) transcript variant X2","XM_012318974"
"19931","LOC100648922","XM_003402582.2","PREDICTED: Bombus terrestris NADH dehydrogenase [ubiquinone complex I","XM_003402582"
"19932","LOC100648584","XM_012318973.1","PREDICTED: Bombus terrestris C2 domain-containing protein 3 (LOC100648584) transcript variant X2","XM_012318973"
"19933","LOC100648584","XM_012318972.1","PREDICTED: Bombus terrestris C2 domain-containing protein 3 (LOC100648584) transcript variant X1","XM_012318972"
"19934","LOC100649041","XM_003402583.2","PREDICTED: Bombus terrestris uncharacterized LOC100649041 (LOC100649041)","XM_003402583"
"19935","LOC100649159","XM_012318975.1","PREDICTED: Bombus terrestris general transcription factor IIH subunit 1 (LOC100649159)","XM_012318975"
"19936","LOC100649280","XM_003402585.2","PREDICTED: Bombus terrestris uncharacterized LOC100649280 (LOC100649280) transcript variant X1","XM_003402585"
"19937","LOC100649280","XM_012318976.1","PREDICTED: Bombus terrestris uncharacterized LOC100649280 (LOC100649280) transcript variant X2","XM_012318976"
"19938","LOC100649400","XM_003402586.2","PREDICTED: Bombus terrestris caprin homolog (LOC100649400)","XM_003402586"
"19939","LOC100651663","XM_012318977.1","PREDICTED: Bombus terrestris POC1 centriolar protein homolog A (LOC100651663) transcript variant X1","XM_012318977"
"19940","LOC100651663","XM_003402603.2","PREDICTED: Bombus terrestris POC1 centriolar protein homolog A (LOC100651663) transcript variant X3","XM_003402603"
"19941","LOC100651663","XM_012318978.1","PREDICTED: Bombus terrestris POC1 centriolar protein homolog A (LOC100651663) transcript variant X2","XM_012318978"
"19942","LOC100649522","XM_003402587.2","PREDICTED: Bombus terrestris copper transport protein ATOX1 homolog (LOC100649522)","XM_003402587"
"19943","LOC100649645","XM_003402588.2","PREDICTED: Bombus terrestris SH2B adapter protein 1 (LOC100649645) transcript variant X1","XM_003402588"
"19944","LOC100649645","XM_012318979.1","PREDICTED: Bombus terrestris SH2B adapter protein 1 (LOC100649645) transcript variant X2","XM_012318979"
"19945","LOC100649755","XM_012318981.1","PREDICTED: Bombus terrestris D-beta-hydroxybutyrate dehydrogenase","XM_012318981"
"19946","LOC100650103","XM_003402592.2","PREDICTED: Bombus terrestris DNA fragmentation factor subunit alpha-like (LOC100650103)","XM_003402592"
"19947","LOC100650228","XM_003402593.2","PREDICTED: Bombus terrestris uncharacterized LOC100650228 (LOC100650228)","XM_003402593"
"19948","LOC100649866","XM_003402590.2","PREDICTED: Bombus terrestris protein NRDE2 homolog (LOC100649866)","XM_003402590"
"19949","LOC100649982","XM_012318982.1","PREDICTED: Bombus terrestris molybdenum cofactor biosynthesis protein 1 (LOC100649982) transcript variant X1","XM_012318982"
"19950","LOC100649982","XM_012318983.1","PREDICTED: Bombus terrestris molybdenum cofactor biosynthesis protein 1 (LOC100649982) transcript variant X2","XM_012318983"
"19951","LOC100649982","XM_012318984.1","PREDICTED: Bombus terrestris molybdenum cofactor biosynthesis protein 1 (LOC100649982) transcript variant X3","XM_012318984"
"19952","LOC100650349","XM_003402594.2","PREDICTED: Bombus terrestris immunoglobulin superfamily DCC subclass member 4-like (LOC100650349)","XM_003402594"
"19953","LOC100651782","XM_003402604.1","PREDICTED: Bombus terrestris tctex1 domain-containing protein 2-like (LOC100651782)","XM_003402604"
"19954","LOC100650466","XM_003402595.2","PREDICTED: Bombus terrestris uncharacterized LOC100650466 (LOC100650466)","XM_003402595"
"19955","LOC100651904","XM_012318985.1","PREDICTED: Bombus terrestris band 7 protein AGAP004871-like (LOC100651904)","XM_012318985"
"19956","LOC100650585","XM_003402596.2","PREDICTED: Bombus terrestris lipoma HMGIC fusion partner-like (LOC100650585) transcript variant X1","XM_003402596"
"19957","LOC100650585","XM_012318987.1","PREDICTED: Bombus terrestris lipoma HMGIC fusion partner-like (LOC100650585) transcript variant X2","XM_012318987"
"19958","LOC105666808","XM_012318994.1","PREDICTED: Bombus terrestris uncharacterized LOC105666808 (LOC105666808) partial ","XM_012318994"
"19959","LOC100646014","XM_003402638.2","PREDICTED: Bombus terrestris uncharacterized LOC100646014 (LOC100646014)","XM_003402638"
"19960","LOC105666809","XM_012318995.1","PREDICTED: Bombus terrestris uncharacterized LOC105666809 (LOC105666809)","XM_012318995"
"19961","LOC105666810","XM_012318996.1","PREDICTED: Bombus terrestris uncharacterized LOC105666810 (LOC105666810)","XM_012318996"
"19962","LOC105666811","XM_012318997.1","PREDICTED: Bombus terrestris 40S ribosomal protein S15 (LOC105666811)","XM_012318997"
"19963","LOC100646131","XM_003402639.2","PREDICTED: Bombus terrestris probable phenylalanine--tRNA ligase alpha subunit (LOC100646131) transcript variant X1","XM_003402639"
"19964","LOC100646131","XM_012319000.1","PREDICTED: Bombus terrestris probable phenylalanine--tRNA ligase alpha subunit (LOC100646131) transcript variant X3","XM_012319000"
"19965","LOC100646131","XM_012318998.1","PREDICTED: Bombus terrestris probable phenylalanine--tRNA ligase alpha subunit (LOC100646131) transcript variant X2","XM_012318998"
"19966","LOC100646248","XM_003402640.2","PREDICTED: Bombus terrestris facilitated trehalose transporter Tret1-like (LOC100646248)","XM_003402640"
"19967","LOC100646447","XR_132388.2","PREDICTED: Bombus terrestris uncharacterized LOC100646447 (LOC100646447) ncRNA","XR_132388"
"19968","LOC100646523","XM_012319001.1","PREDICTED: Bombus terrestris rap1 GTPase-activating protein 1 (LOC100646523)","XM_012319001"
"19969","LOC100646886","XM_012319005.1","PREDICTED: Bombus terrestris ubiquitin carboxyl-terminal hydrolase 16 (LOC100646886) transcript variant X4","XM_012319005"
"19970","LOC100646886","XM_003402644.2","PREDICTED: Bombus terrestris ubiquitin carboxyl-terminal hydrolase 16 (LOC100646886) transcript variant X1","XM_003402644"
"19971","LOC100646886","XM_012319004.1","PREDICTED: Bombus terrestris ubiquitin carboxyl-terminal hydrolase 16 (LOC100646886) transcript variant X3","XM_012319004"
"19972","LOC100646886","XM_012319003.1","PREDICTED: Bombus terrestris ubiquitin carboxyl-terminal hydrolase 16 (LOC100646886) transcript variant X2","XM_012319003"
"19973","LOC100646642","XM_012319006.1","PREDICTED: Bombus terrestris bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)-like (LOC100646642) partial ","XM_012319006"
"19974","LOC105666812","XM_012319007.1","PREDICTED: Bombus terrestris nucleic-acid-binding protein from mobile element jockey-like (LOC105666812)","XM_012319007"
"19975","LOC100647006","XM_012319008.1","PREDICTED: Bombus terrestris odorant receptor 67c-like (LOC100647006) partial ","XM_012319008"
"19976","LOC105666813","XM_012319009.1","PREDICTED: Bombus terrestris uncharacterized LOC105666813 (LOC105666813) partial ","XM_012319009"
"19977","LOC105666814","XM_012319010.1","PREDICTED: Bombus terrestris uncharacterized LOC105666814 (LOC105666814) partial ","XM_012319010"
"19978","LOC100647128","XM_003402646.2","PREDICTED: Bombus terrestris uncharacterized LOC100647128 (LOC100647128)","XM_003402646"
"19979","LOC100647246","XR_001099615.1","PREDICTED: Bombus terrestris origin recognition complex subunit 2 (LOC100647246) transcript variant X1","XR_001099615"
"19980","LOC100647246","XR_001099616.1","PREDICTED: Bombus terrestris origin recognition complex subunit 2 (LOC100647246) transcript variant X3","XR_001099616"
"19981","LOC100647246","XM_012319011.1","PREDICTED: Bombus terrestris origin recognition complex subunit 2 (LOC100647246) transcript variant X2","XM_012319011"
"19982","LOC100647246","XR_001099617.1","PREDICTED: Bombus terrestris origin recognition complex subunit 2 (LOC100647246) transcript variant X4","XR_001099617"
"19983","LOC100647561","XR_132389.2","PREDICTED: Bombus terrestris uncharacterized LOC100647561 (LOC100647561) ncRNA","XR_132389"
"19984","LOC105666816","XM_012319019.1","PREDICTED: Bombus terrestris agglutinin-like protein 7 (LOC105666816)","XM_012319019"
"19985","LOC105666815","XM_012319018.1","PREDICTED: Bombus terrestris tudor domain-containing protein 5-like (LOC105666815)","XM_012319018"
"19986","LOC100647758","XM_012319012.1","PREDICTED: Bombus terrestris uncharacterized LOC100647758 (LOC100647758) transcript variant X1","XM_012319012"
"19987","LOC100647758","XM_012319014.1","PREDICTED: Bombus terrestris uncharacterized LOC100647758 (LOC100647758) transcript variant X2","XM_012319014"
"19988","LOC100647758","XM_012319015.1","PREDICTED: Bombus terrestris uncharacterized LOC100647758 (LOC100647758) transcript variant X3","XM_012319015"
"19989","LOC100647758","XM_012319016.1","PREDICTED: Bombus terrestris uncharacterized LOC100647758 (LOC100647758) transcript variant X4","XM_012319016"
"19990","LOC100647758","XM_012319017.1","PREDICTED: Bombus terrestris uncharacterized LOC100647758 (LOC100647758) transcript variant X5","XM_012319017"
"19991","LOC105666817","XM_012319020.1","PREDICTED: Bombus terrestris G protein-coupled receptor kinase 2-like (LOC105666817) partial ","XM_012319020"
"19992","LOC105666818","XM_012319021.1","PREDICTED: Bombus terrestris RNA-directed DNA polymerase from mobile element jockey-like (LOC105666818)","XM_012319021"
"19993","LOC100648002","XM_003402651.2","PREDICTED: Bombus terrestris elongation of very long chain fatty acids protein 6-like (LOC100648002) transcript variant X1","XM_003402651"
"19994","LOC100648002","XM_003402652.2","PREDICTED: Bombus terrestris elongation of very long chain fatty acids protein 6-like (LOC100648002) transcript variant X2","XM_003402652"
"19995","LOC100648002","XM_012319023.1","PREDICTED: Bombus terrestris elongation of very long chain fatty acids protein 6-like (LOC100648002) transcript variant X3","XM_012319023"
"19996","LOC100648002","XM_012319024.1","PREDICTED: Bombus terrestris elongation of very long chain fatty acids protein 6-like (LOC100648002) transcript variant X4","XM_012319024"
"19997","LOC105666819","XM_012319025.1","PREDICTED: Bombus terrestris uncharacterized LOC105666819 (LOC105666819) partial ","XM_012319025"
"19998","LOC100648265","XM_012319026.1","PREDICTED: Bombus terrestris putative fatty acyl-CoA reductase CG5065 (LOC100648265)","XM_012319026"
"19999","LOC105666820","XM_012319028.1","PREDICTED: Bombus terrestris uncharacterized LOC105666820 (LOC105666820)","XM_012319028"
"20000","LOC105666821","XM_012319029.1","PREDICTED: Bombus terrestris integumentary mucin C.1-like (LOC105666821)","XM_012319029"
"20001","LOC100649361","XM_003402658.1","PREDICTED: Bombus terrestris arginine kinase-like (LOC100649361) partial ","XM_003402658"
"20002","LOC100645509","XM_003402710.2","PREDICTED: Bombus terrestris uncharacterized LOC100645509 (LOC100645509)","XM_003402710"
